single_thread,1,1374-by-1374,1374-by-1374,0,18.369171
single_thread,1,3937-by-3937,3937-by-3937,0,881.842419
multi_thread,1,1374-by-1374,1374-by-1374,0,15.106344
multi_thread,2,1374-by-1374,1374-by-1374,0,7.881844
multi_thread,4,1374-by-1374,1374-by-1374,0,4.076598
multi_thread,6,1374-by-1374,1374-by-1374,0,2.739874
multi_thread,8,1374-by-1374,1374-by-1374,0,3.622268
multi_thread,12,1374-by-1374,1374-by-1374,0,2.700342
multi_thread,16,1374-by-1374,1374-by-1374,0,2.913398
multi_thread,1,3937-by-3937,3937-by-3937,0,572.081959
multi_thread,2,3937-by-3937,3937-by-3937,0,291.547117
multi_thread,4,3937-by-3937,3937-by-3937,0,146.301479
multi_thread,6,3937-by-3937,3937-by-3937,0,100.599132
multi_thread,8,3937-by-3937,3937-by-3937,0,120.825198
multi_thread,12,3937-by-3937,3937-by-3937,0,84.152847
multi_thread,16,3937-by-3937,3937-by-3937,0,86.664632
strassen_mthread,1,2048-by-2048,2048-by-2048,32,26.588106
strassen_mthread,1,2048-by-2048,2048-by-2048,64,27.512942
strassen_mthread,1,2048-by-2048,2048-by-2048,128,33.857701
strassen_mthread,1,2048-by-2048,2048-by-2048,256,55.723891
strassen_mthread,1,2048-by-2048,2048-by-2048,512,65.200255
strassen_mthread,1,2048-by-2048,2048-by-2048,1024,82.320998
strassen_mthread,2,2048-by-2048,2048-by-2048,32,16.184657
strassen_mthread,2,2048-by-2048,2048-by-2048,64,14.634773
strassen_mthread,2,2048-by-2048,2048-by-2048,128,18.071208
strassen_mthread,2,2048-by-2048,2048-by-2048,256,28.911844
strassen_mthread,2,2048-by-2048,2048-by-2048,512,33.783555
strassen_mthread,2,2048-by-2048,2048-by-2048,1024,38.430343
strassen_mthread,4,2048-by-2048,2048-by-2048,32,9.100973
strassen_mthread,4,2048-by-2048,2048-by-2048,64,7.787653
strassen_mthread,4,2048-by-2048,2048-by-2048,128,9.430308
strassen_mthread,4,2048-by-2048,2048-by-2048,256,14.760079
strassen_mthread,4,2048-by-2048,2048-by-2048,512,17.243357
strassen_mthread,4,2048-by-2048,2048-by-2048,1024,21.947468
strassen_mthread,6,2048-by-2048,2048-by-2048,32,9.922301
strassen_mthread,6,2048-by-2048,2048-by-2048,64,9.639066
strassen_mthread,6,2048-by-2048,2048-by-2048,128,11.498938
strassen_mthread,6,2048-by-2048,2048-by-2048,256,9.925646
strassen_mthread,6,2048-by-2048,2048-by-2048,512,11.551407
strassen_mthread,6,2048-by-2048,2048-by-2048,1024,15.195992
strassen_mthread,8,2048-by-2048,2048-by-2048,32,8.778056
strassen_mthread,8,2048-by-2048,2048-by-2048,64,7.390956
strassen_mthread,8,2048-by-2048,2048-by-2048,128,8.582614
strassen_mthread,8,2048-by-2048,2048-by-2048,256,12.416470
strassen_mthread,8,2048-by-2048,2048-by-2048,512,14.295206
strassen_mthread,8,2048-by-2048,2048-by-2048,1024,17.124998
strassen_mthread,12,2048-by-2048,2048-by-2048,32,7.961413
strassen_mthread,12,2048-by-2048,2048-by-2048,64,5.963050
strassen_mthread,12,2048-by-2048,2048-by-2048,128,6.200941
strassen_mthread,12,2048-by-2048,2048-by-2048,256,8.546873
strassen_mthread,12,2048-by-2048,2048-by-2048,512,9.958670
strassen_mthread,12,2048-by-2048,2048-by-2048,1024,11.320222
strassen_mthread,16,2048-by-2048,2048-by-2048,32,52.492659
strassen_mthread,16,2048-by-2048,2048-by-2048,64,13.526734
strassen_mthread,16,2048-by-2048,2048-by-2048,128,10.013275
strassen_mthread,16,2048-by-2048,2048-by-2048,256,10.806944
strassen_mthread,16,2048-by-2048,2048-by-2048,512,12.117424
strassen_mthread,16,2048-by-2048,2048-by-2048,1024,12.549915
strassen_mthread,1,4096-by-4096,4096-by-4096,32,185.848736
strassen_mthread,1,4096-by-4096,4096-by-4096,64,192.075728
strassen_mthread,1,4096-by-4096,4096-by-4096,128,234.585880
strassen_mthread,1,4096-by-4096,4096-by-4096,256,392.566021
strassen_mthread,1,4096-by-4096,4096-by-4096,512,477.526423
strassen_mthread,1,4096-by-4096,4096-by-4096,1024,663.015283
strassen_mthread,2,4096-by-4096,4096-by-4096,32,111.558966
strassen_mthread,2,4096-by-4096,4096-by-4096,64,102.262972
strassen_mthread,2,4096-by-4096,4096-by-4096,128,123.139159
strassen_mthread,2,4096-by-4096,4096-by-4096,256,203.686906
strassen_mthread,2,4096-by-4096,4096-by-4096,512,248.434396
strassen_mthread,2,4096-by-4096,4096-by-4096,1024,371.457380
strassen_mthread,4,4096-by-4096,4096-by-4096,32,63.045764
strassen_mthread,4,4096-by-4096,4096-by-4096,64,53.643429
strassen_mthread,4,4096-by-4096,4096-by-4096,128,64.841289
strassen_mthread,4,4096-by-4096,4096-by-4096,256,105.205671
strassen_mthread,4,4096-by-4096,4096-by-4096,512,124.958237
strassen_mthread,4,4096-by-4096,4096-by-4096,1024,184.247927
strassen_mthread,6,4096-by-4096,4096-by-4096,32,58.879899
strassen_mthread,6,4096-by-4096,4096-by-4096,64,38.214708
strassen_mthread,6,4096-by-4096,4096-by-4096,128,48.525301
strassen_mthread,6,4096-by-4096,4096-by-4096,256,71.094179
strassen_mthread,6,4096-by-4096,4096-by-4096,512,107.866641
strassen_mthread,6,4096-by-4096,4096-by-4096,1024,138.657237
strassen_mthread,8,4096-by-4096,4096-by-4096,32,60.709059
strassen_mthread,8,4096-by-4096,4096-by-4096,64,50.954781
strassen_mthread,8,4096-by-4096,4096-by-4096,128,59.044283
strassen_mthread,8,4096-by-4096,4096-by-4096,256,86.438641
strassen_mthread,8,4096-by-4096,4096-by-4096,512,102.685660
strassen_mthread,8,4096-by-4096,4096-by-4096,1024,141.917561
strassen_mthread,12,4096-by-4096,4096-by-4096,32,56.155394
strassen_mthread,12,4096-by-4096,4096-by-4096,64,40.180250
strassen_mthread,12,4096-by-4096,4096-by-4096,128,42.308801
strassen_mthread,12,4096-by-4096,4096-by-4096,256,60.514145
strassen_mthread,12,4096-by-4096,4096-by-4096,512,68.991116
strassen_mthread,12,4096-by-4096,4096-by-4096,1024,101.024679
strassen_mthread,16,4096-by-4096,4096-by-4096,32,368.771985
strassen_mthread,16,4096-by-4096,4096-by-4096,64,94.572859
strassen_mthread,16,4096-by-4096,4096-by-4096,128,68.399774
strassen_mthread,16,4096-by-4096,4096-by-4096,256,75.819204
strassen_mthread,16,4096-by-4096,4096-by-4096,512,85.483434
strassen_mthread,16,4096-by-4096,4096-by-4096,1024,105.225283